#Exponential Decay
#TE=5,	TI=7,	cmax=1,	eta=0.001
#t,	NE,	NI
18303	0.002	0.0004
18304	0.0028	0.0006
18305	0.0174	0.0038
18306	0.2358	0.0578
18307	0.354	0.0944
18308	0.2514	0.0636
18309	0.198	0.0518
18310	0.1074	0.0262
18311	0.0514	0.0124
18312	0.0192	0.0046
18313	0.0076	0.0014
18314	0.0038	0.0006
18315	0.0016	0.0002
18316	0.0012	0.0006
18317	0.001	0
18318	0.0122	0.0024
18319	0.1924	0.0452
18320	0.4304	0.1096
18321	0.301	0.0772
18322	0.178	0.0462
18323	0.0972	0.028
18324	0.0442	0.011
18325	0.0182	0.0038
18326	0.0082	0.0012
18327	0.0038	0.0004
18328	0.001	0.0002
18329	0.0016	0.0004
18330	0.0008	0.0004
18331	0.0064	0.0016
18332	0.121	0.0292
18333	0.3784	0.0998
18334	0.267	0.0664
18335	0.2068	0.049
18336	0.1218	0.0306
18337	0.0628	0.0148
18338	0.0274	0.0056
18339	0.0104	0.0022
18340	0.0048	0.0014
18341	0.0024	0.0006
18342	0.0008	0
18343	0.0018	0.0004
18344	0.0212	0.006
18345	0.242	0.0564
18346	0.4822	0.1162
18347	0.4	0.1024
18348	0.2156	0.0494
18349	0.106	0.0234
18350	0.0452	0.0094
18351	0.0172	0.0044
18352	0.0056	0.0008
18353	0.002	0.0006
18354	0.0022	0.0006
18355	0.0006	0.001
18356	0.0012	0.0002
18357	0.0024	0.0002
18358	0.0332	0.0062
18359	0.4584	0.1106
18360	0.4186	0.1038
18361	0.2826	0.0702
18362	0.128	0.0314
18363	0.0606	0.0134
18364	0.0272	0.0056
18365	0.0106	0.0018
18366	0.0034	0.0006
18367	0.0024	0.0008
18368	0.0016	0.0002
18369	0.0008	0
18370	0.0014	0.0004
18371	0.0018	0.0014
18372	0.011	0.004
18373	0.074	0.0204
18374	0.1886	0.0434
18375	0.3738	0.0882
18376	0.3288	0.0778
18377	0.2054	0.0504
18378	0.1202	0.0306
18379	0.0578	0.0166
18380	0.0236	0.0076
18381	0.008	0.003
18382	0.0042	0.001
18383	0.0022	0.0002
18384	0.0012	0.0004
18385	0.002	0.0004
18386	0.0054	0.001
18387	0.0688	0.0162
18388	0.378	0.093
18389	0.3526	0.0888
18390	0.2126	0.056
18391	0.1228	0.0322
18392	0.0574	0.0124
18393	0.0248	0.0052
18394	0.0112	0.0018
18395	0.0038	0.0006
18396	0.0016	0.0008
18397	0.001	0
18398	0.0014	0.0002
18399	0.004	0.0006
18400	0.0344	0.0086
18401	0.2902	0.0688
18402	0.469	0.1158
18403	0.3044	0.0762
18404	0.1874	0.0466
18405	0.0904	0.0198
18406	0.037	0.007
18407	0.0132	0.0032
18408	0.005	0.0014
18409	0.0028	0.0006
18410	0.0008	0.0002
18411	0.0008	0.0002
18412	0.0008	0
18413	0.0024	0
18414	0.0222	0.0056
18415	0.284	0.069
18416	0.3938	0.1004
18417	0.2472	0.0634
18418	0.136	0.0322
18419	0.0666	0.016
18420	0.0324	0.008
18421	0.0132	0.0028
18422	0.0074	0.0008
18423	0.0018	0.0006
18424	0.001	0
18425	0.0008	0.0008
18426	0.0018	0
18427	0.0074	0.0026
18428	0.1128	0.0238
18429	0.4904	0.1228
18430	0.3334	0.0822
18431	0.2688	0.0648
18432	0.1654	0.0412
18433	0.081	0.0178
18434	0.0328	0.0088
18435	0.013	0.0032
18436	0.0052	0.0008
18437	0.0024	0.0006
18438	0.001	0
18439	0.0016	0.0004
18440	0.0234	0.0056
18441	0.2174	0.0594
18442	0.2338	0.0566
18443	0.3368	0.085
18444	0.214	0.051
18445	0.1304	0.0318
18446	0.0666	0.0152
18447	0.0294	0.0056
18448	0.0126	0.0022
18449	0.0044	0.001
18450	0.0022	0.0004
18451	0.0016	0.0006
18452	0.0032	0.0008
18453	0.0078	0.0016
18454	0.128	0.0316
18455	0.3264	0.079
18456	0.3866	0.0964
18457	0.3352	0.0828
18458	0.2462	0.0608
18459	0.1418	0.0316
18460	0.069	0.0156
18461	0.0316	0.0052
18462	0.0108	0.0036
18463	0.003	0.001
18464	0.0024	0.0002
18465	0.0026	0.0006
18466	0.0158	0.0028
18467	0.146	0.0334
18468	0.4862	0.1204
18469	0.3588	0.0876
18470	0.2152	0.0542
18471	0.1182	0.028
18472	0.0516	0.0112
18473	0.022	0.0034
18474	0.0076	0.0018
18475	0.0022	0.0002
18476	0.001	0
18477	0.0002	0
18478	0.0006	0
18479	0.004	0.0004
18480	0.0434	0.01
18481	0.3508	0.0932
18482	0.2426	0.0566
18483	0.21	0.05
18484	0.1386	0.0342
18485	0.0704	0.0138
18486	0.0348	0.006
18487	0.0144	0.0026
18488	0.0042	0.0016
18489	0.0014	0.0004
18490	0.0012	0.0006
18491	0.001	0
18492	0.0092	0.0028
18493	0.0602	0.014
18494	0.2856	0.0666
18495	0.4304	0.1044
18496	0.3784	0.097
18497	0.1712	0.0428
18498	0.0902	0.019
18499	0.0408	0.0098
18500	0.0166	0.0032
18501	0.006	0.0016
18502	0.0026	0.0006
18503	0.002	0.0006
18504	0.0014	0.0008
18505	0.0026	0.0002
18506	0.0044	0.0004
18507	0.1576	0.038
18508	0.4054	0.0984
18509	0.359	0.0864
18510	0.2228	0.0526
18511	0.1244	0.0286
18512	0.0578	0.0118
18513	0.0258	0.0058
18514	0.0116	0.002
18515	0.004	0.001
18516	0.0016	0.0006
18517	0.0016	0.0002
18518	0.0012	0
18519	0.0068	0.0022
18520	0.0742	0.0188
18521	0.2934	0.077
18522	0.2738	0.0684
18523	0.247	0.0588
18524	0.1508	0.0382
18525	0.0732	0.018
18526	0.033	0.0074
18527	0.0148	0.0032
18528	0.0072	0.0016
18529	0.0022	0.0008
18530	0.0008	0.0006
18531	0.0014	0.001
18532	0.0076	0.0016
18533	0.0572	0.0176
18534	0.1498	0.0406
18535	0.2186	0.0586
18536	0.1704	0.048
18537	0.1188	0.0314
18538	0.0708	0.0196
18539	0.0342	0.0086
18540	0.0158	0.0038
18541	0.0068	0.0022
18542	0.0038	0.0006
18543	0.0004	0.0002
18544	0.0016	0.0002
18545	0.002	0.0008
18546	0.0114	0.004
18547	0.11	0.0286
18548	0.2652	0.0644
18549	0.3968	0.0996
18550	0.279	0.069
18551	0.1898	0.046
18552	0.1052	0.022
18553	0.0512	0.0108
18554	0.0202	0.0034
18555	0.008	0.0022
18556	0.0034	0.001
18557	0.0018	0.001
18558	0.0014	0.0004
18559	0.0018	0.0016
18560	0.0122	0.0036
18561	0.1008	0.0238
18562	0.341	0.081
18563	0.4274	0.1056
18564	0.3286	0.0796
18565	0.2212	0.0516
18566	0.1232	0.026
18567	0.0604	0.0122
18568	0.0246	0.005
18569	0.0096	0.0014
18570	0.004	0.0006
18571	0.0012	0
18572	0.0008	0.0004
18573	0.0052	0.0008
18574	0.0474	0.0122
18575	0.2944	0.0758
18576	0.3106	0.071
18577	0.3566	0.0864
18578	0.2438	0.0592
18579	0.1444	0.0324
18580	0.0692	0.0152
18581	0.0316	0.007
18582	0.0152	0.003
18583	0.0054	0.0006
18584	0.003	0.0004
18585	0.0022	0.0006
18586	0.0094	0.0028
18587	0.0208	0.0062
18588	0.1646	0.04
18589	0.3732	0.0888
18590	0.4436	0.1092
18591	0.2852	0.0706
18592	0.1708	0.0408
18593	0.0832	0.0212
18594	0.0384	0.0096
18595	0.0128	0.0028
18596	0.006	0.001
18597	0.0026	0.001
18598	0.0016	0.001
18599	0.0016	0.0006
18600	0.003	0.0002
18601	0.0214	0.0042
18602	0.3168	0.0746
18603	0.4932	0.1162
18604	0.3298	0.0844
18605	0.2262	0.0558
18606	0.1314	0.0316
18607	0.0592	0.013
18608	0.025	0.0056
18609	0.0082	0.0022
18610	0.0026	0.0006
18611	0.0006	0
18612	0.001	0.0004
18613	0.001	0.0002
18614	0.012	0.0014
18615	0.311	0.0836
18616	0.2372	0.0616
18617	0.2084	0.0516
18618	0.1352	0.0318
18619	0.0672	0.0166
18620	0.0298	0.008
18621	0.0134	0.0026
18622	0.004	0.0012
18623	0.0026	0.0004
18624	0.002	0
18625	0.0012	0
18626	0.0056	0.0004
18627	0.0472	0.0108
18628	0.335	0.0862
18629	0.3132	0.0798
18630	0.237	0.0608
18631	0.1348	0.0328
18632	0.0666	0.0168
18633	0.0288	0.0092
18634	0.0112	0.0034
18635	0.005	0.0016
18636	0.0014	0.0004
18637	0.0008	0.0002
18638	0.0008	0.0002
18639	0.005	0.001
18640	0.0856	0.0188
18641	0.4474	0.1092
18642	0.432	0.1086
18643	0.27	0.0628
18644	0.1536	0.0366
18645	0.0724	0.0176
18646	0.0292	0.0064
18647	0.0112	0.0026
18648	0.0048	0.0016
18649	0.0024	0
18650	0.0008	0
18651	0.0014	0.0002
18652	0.0014	0.0004
18653	0.0022	0.0004
18654	0.0114	0.004
18655	0.1066	0.0296
18656	0.2006	0.052
18657	0.2292	0.055
18658	0.2616	0.0672
18659	0.1636	0.044
18660	0.1128	0.0308
18661	0.0582	0.0134
18662	0.0218	0.0038
18663	0.0092	0.002
18664	0.0046	0.0004
18665	0.0022	0.0006
18666	0.0026	0.0006
18667	0.0078	0.0022
18668	0.0182	0.0056
18669	0.1562	0.0388
18670	0.3102	0.0768
18671	0.2742	0.0694
18672	0.1806	0.0418
18673	0.1154	0.0284
18674	0.0544	0.0144
18675	0.0248	0.0074
18676	0.0106	0.0038
18677	0.0042	0.002
18678	0.0016	0.0004
18679	0.0012	0.0004
18680	0.0018	0.0004
18681	0.0064	0.002
18682	0.0586	0.0148
18683	0.2644	0.063
18684	0.4402	0.1112
18685	0.2648	0.0686
18686	0.176	0.0444
18687	0.0974	0.0236
18688	0.0436	0.0102
18689	0.0206	0.005
18690	0.0062	0.0008
18691	0.0018	0.0002
18692	0.001	0.0006
18693	0.002	0.0002
18694	0.001	0
18695	0.0062	0.001
18696	0.158	0.0388
18697	0.3898	0.0904
18698	0.4552	0.1104
18699	0.2384	0.0582
18700	0.1284	0.0292
18701	0.0544	0.0132
18702	0.0228	0.0064
18703	0.011	0.0022
18704	0.0044	0.001
18705	0.0038	0.0008
18706	0.001	0.0006
18707	0.0012	0.0004
18708	0.001	0.0008
18709	0.001	0
18710	0.0034	0.001
18711	0.0444	0.0122
18712	0.2208	0.0556
18713	0.3074	0.0738
18714	0.2838	0.0706
18715	0.1942	0.0476
18716	0.1068	0.0262
18717	0.0456	0.0136
18718	0.0252	0.0046
18719	0.0132	0.0022
18720	0.0046	0.0014
18721	0.002	0.0006
18722	0.0016	0.0002
18723	0.0022	0.0004
18724	0.011	0.0024
18725	0.1738	0.0458
18726	0.2642	0.0698
18727	0.2058	0.0478
18728	0.1948	0.0434
18729	0.115	0.0266
18730	0.0644	0.0144
18731	0.029	0.006
18732	0.0134	0.0034
18733	0.0058	0.0012
18734	0.0022	0.0004
18735	0.0008	0.0004
18736	0.003	0.0002
18737	0.0388	0.0084
18738	0.364	0.0976
18739	0.245	0.0588
18740	0.204	0.0506
18741	0.1374	0.0364
18742	0.067	0.0158
18743	0.0274	0.007
18744	0.0106	0.0038
18745	0.0044	0.0012
18746	0.0022	0.0006
18747	0.0004	0.0002
18748	0.0006	0.0004
18749	0.009	0.0028
18750	0.0776	0.0216
18751	0.2152	0.0552
18752	0.3178	0.0802
18753	0.2884	0.0698
18754	0.2264	0.0552
18755	0.1336	0.0322
18756	0.0672	0.0164
18757	0.0282	0.008
18758	0.0114	0.0034
18759	0.0048	0.002
18760	0.0018	0.0008
18761	0.0014	0.0004
18762	0.0042	0.0014
18763	0.0254	0.007
18764	0.1852	0.0462
18765	0.2972	0.0732
18766	0.2634	0.0666
18767	0.1914	0.0502
18768	0.1064	0.0266
18769	0.0484	0.0122
18770	0.0246	0.005
18771	0.0102	0.0018
18772	0.0044	0.0012
18773	0.002	0.001
18774	0.0012	0
18775	0.0018	0.0006
18776	0.0082	0.0034
18777	0.0528	0.0156
18778	0.1872	0.0432
18779	0.3796	0.0944
18780	0.3048	0.0752
18781	0.2308	0.0564
18782	0.1346	0.0338
18783	0.0628	0.0172
18784	0.0278	0.0074
18785	0.013	0.0026
18786	0.0044	0.0012
18787	0.0018	0.001
18788	0.0022	0
18789	0.0018	0.0004
18790	0.018	0.0044
18791	0.1848	0.05
18792	0.2258	0.0594
18793	0.1682	0.0396
18794	0.1108	0.0258
18795	0.0704	0.016
18796	0.0352	0.0086
18797	0.0158	0.005
18798	0.0072	0.0014
18799	0.0044	0.0004
18800	0.001	0.0002
18801	0.001	0.0004
18802	0.0032	0.0008
18803	0.0302	0.0074
18804	0.3154	0.0768
18805	0.4076	0.1064
18806	0.2602	0.0668
18807	0.1676	0.0434
18808	0.0802	0.0188
18809	0.0326	0.0072
18810	0.0142	0.0026
18811	0.0052	0.001
18812	0.003	0
18813	0.0018	0.0002
18814	0.001	0
18815	0.0022	0.0004
18816	0.0238	0.0056
18817	0.2742	0.065
18818	0.4326	0.1034
18819	0.44	0.1084
18820	0.2436	0.0594
18821	0.1354	0.0326
18822	0.0662	0.0136
18823	0.0278	0.0066
18824	0.0092	0.0028
18825	0.0038	0.001
18826	0.002	0
18827	0.001	0.0004
18828	0.0026	0.0008
18829	0.0048	0.0022
18830	0.0624	0.0128
18831	0.4024	0.1038
18832	0.3022	0.0756
18833	0.2476	0.0596
18834	0.1552	0.0352
18835	0.0786	0.0186
18836	0.0348	0.0084
18837	0.0128	0.0038
18838	0.0048	0.0026
18839	0.0028	0.0006
18840	0.0006	0.0002
18841	0.0014	0
18842	0.0088	0.0026
18843	0.0928	0.0238
18844	0.3186	0.076
18845	0.4038	0.0984
18846	0.2848	0.068
18847	0.1676	0.0394
18848	0.0838	0.0188
18849	0.036	0.0086
18850	0.0148	0.0028
18851	0.006	0.0016
18852	0.002	0.001
18853	0.001	0.0006
18854	0.0002	0.0002
18855	0.0024	0.0002
18856	0.0136	0.0032
18857	0.2156	0.0594
18858	0.2298	0.0576
18859	0.2242	0.0604
18860	0.1664	0.0442
18861	0.1092	0.0282
18862	0.0518	0.0146
18863	0.0236	0.0068
18864	0.0114	0.003
18865	0.0046	0.0014
18866	0.0026	0.0014
18867	0.0016	0.0002
18868	0.0046	0.0012
18869	0.0206	0.0046
18870	0.2334	0.0642
18871	0.2006	0.0498
18872	0.1956	0.0534
18873	0.14	0.0388
18874	0.076	0.0208
18875	0.0374	0.0082
18876	0.0182	0.0046
18877	0.0088	0.0018
18878	0.0038	0.0004
18879	0.002	0.0006
18880	0.0014	0.0004
18881	0.009	0.002
18882	0.0324	0.011
18883	0.123	0.0354
18884	0.1254	0.0302
18885	0.2208	0.053
18886	0.2348	0.0618
18887	0.1216	0.0286
18888	0.0788	0.0184
18889	0.0378	0.0068
18890	0.0166	0.0032
18891	0.005	0.0014
18892	0.004	0.0002
18893	0.0034	0.0006
18894	0.0082	0.0028
18895	0.0074	0.003
18896	0.0142	0.0036
18897	0.1936	0.0522
18898	0.2342	0.059
18899	0.2598	0.0624
18900	0.2556	0.061
18901	0.1644	0.04
18902	0.084	0.021
18903	0.0364	0.0082
18904	0.0168	0.0032
18905	0.0058	0.0016
18906	0.0032	0.0004
18907	0.0016	0.0004
18908	0.0068	0.001
18909	0.0394	0.0102
18910	0.1684	0.0436
18911	0.3	0.0738
18912	0.373	0.0932
18913	0.3134	0.0804
18914	0.147	0.037
18915	0.0774	0.016
18916	0.033	0.0062
18917	0.0134	0.0032
18918	0.0066	0.0012
18919	0.0028	0.0006
18920	0.0018	0.0002
18921	0.0016	0.0006
18922	0.0024	0.0006
18923	0.0052	0.0016
18924	0.0824	0.0204
18925	0.3192	0.0854
18926	0.2326	0.0538
18927	0.283	0.0696
18928	0.1628	0.0406
18929	0.0888	0.0216
18930	0.0432	0.0108
18931	0.0184	0.0058
18932	0.008	0.0028
18933	0.003	0.0016
18934	0.0012	0.0002
18935	0.002	0
18936	0.0264	0.0076
18937	0.1522	0.0392
18938	0.315	0.0742
18939	0.4102	0.1044
18940	0.2422	0.0584
18941	0.1378	0.034
18942	0.067	0.0168
18943	0.0288	0.0078
18944	0.0114	0.0028
18945	0.0042	0.001
18946	0.0012	0.0008
18947	0.0006	0.0004
18948	0.0008	0.0006
18949	0.0006	0.0002
18950	0.002	0.0006
18951	0.0084	0.0016
18952	0.1516	0.0384
18953	0.3066	0.0734
18954	0.4138	0.0988
18955	0.2946	0.073
18956	0.1794	0.0408
18957	0.0892	0.0198
18958	0.041	0.008
18959	0.0174	0.0032
18960	0.0064	0.0006
18961	0.0022	0.0004
18962	0.0012	0.0004
18963	0.002	0.0006
18964	0.0028	0.0012
18965	0.0068	0.0014
18966	0.0952	0.0228
18967	0.3504	0.0834
18968	0.431	0.109
18969	0.2618	0.067
18970	0.143	0.0336
18971	0.0672	0.0162
18972	0.0288	0.0058
18973	0.0108	0.0022
18974	0.0044	0.0016
18975	0.0024	0.0006
18976	0.0012	0.0002
18977	0.001	0.0002
18978	0.001	0.0002
18979	0.0012	0.0004
18980	0.0042	0.0012
18981	0.0798	0.0198
18982	0.3206	0.0806
18983	0.3332	0.0832
18984	0.25	0.0674
18985	0.1242	0.0316
18986	0.0588	0.0124
18987	0.0242	0.0046
18988	0.0108	0.0024
18989	0.004	0.0006
18990	0.0026	0.0004
18991	0.0012	0.0002
18992	0.0012	0
18993	0.0036	0.0006
18994	0.0186	0.005
18995	0.2576	0.058
18996	0.4764	0.121
18997	0.2942	0.0742
18998	0.1622	0.0388
18999	0.0758	0.0184
19000	0.031	0.0072
19001	0.0114	0.0034
19002	0.0038	0.0008
19003	0.0024	0.0008
19004	0.0014	0.0002
19005	0.0008	0.0004
19006	0.0004	0
19007	0.003	0.0002
19008	0.0314	0.0054
19009	0.4616	0.1126
19010	0.4182	0.1018
19011	0.3372	0.0876
19012	0.181	0.0432
19013	0.0886	0.0204
19014	0.0374	0.0082
19015	0.0124	0.0034
19016	0.005	0.0018
19017	0.0016	0.0006
19018	0.0002	0
19019	0.0012	0.0002
19020	0.0028	0.001
19021	0.0096	0.0026
19022	0.1768	0.0414
19023	0.4318	0.0986
19024	0.5024	0.1236
19025	0.351	0.0846
19026	0.2078	0.046
19027	0.1026	0.0204
19028	0.0432	0.009
19029	0.0158	0.0046
19030	0.0058	0.001
19031	0.0026	0.0004
19032	0.001	0
19033	0.0008	0.0002
19034	0.0014	0.0004
19035	0.003	0.0006
19036	0.045	0.0124
19037	0.231	0.0558
19038	0.3528	0.0846
19039	0.4054	0.0994
19040	0.2784	0.07
19041	0.1542	0.0404
19042	0.0756	0.018
19043	0.0354	0.0092
19044	0.0158	0.0036
19045	0.0046	0.0014
19046	0.002	0.0008
19047	0.0012	0.0006
19048	0.0014	0.0006
19049	0.003	0.0012
19050	0.026	0.0068
19051	0.2424	0.0592
19052	0.3652	0.0962
19053	0.2652	0.063
19054	0.2142	0.051
19055	0.1268	0.0322
19056	0.0614	0.0172
19057	0.0258	0.0064
19058	0.0108	0.0022
19059	0.0048	0.0008
19060	0.0018	0.0004
19061	0.0018	0
19062	0.0022	0.0004
19063	0.0308	0.0058
19064	0.3426	0.083
19065	0.4166	0.1022
19066	0.323	0.0818
19067	0.1818	0.049
19068	0.0918	0.0218
19069	0.042	0.0098
19070	0.0144	0.0038
19071	0.006	0.0022
19072	0.0026	0.0008
19073	0.002	0.0002
19074	0.0004	0.0002
19075	0.0024	0
19076	0.0076	0.0024
19077	0.137	0.0346
19078	0.3268	0.0818
19079	0.3564	0.0884
19080	0.2888	0.0686
19081	0.2098	0.048
19082	0.1086	0.0238
19083	0.049	0.0094
19084	0.022	0.0038
19085	0.0096	0.0024
19086	0.0028	0.0012
19087	0.0012	0.0004
19088	0.0014	0.001
19089	0.008	0.0022
19090	0.081	0.0248
19091	0.1422	0.0332
19092	0.3094	0.0718
19093	0.4202	0.1008
19094	0.3396	0.089
19095	0.2034	0.0504
19096	0.109	0.0256
19097	0.049	0.0122
19098	0.0208	0.0054
19099	0.0102	0.0018
19100	0.0042	0.0012
19101	0.0054	0.0006
19102	0.0036	0.0016
19103	0.0046	0.0016
19104	0.016	0.0032
19105	0.2592	0.0642
19106	0.372	0.0902
19107	0.2682	0.0676
19108	0.1534	0.0384
19109	0.078	0.0196
19110	0.0358	0.0064
19111	0.0162	0.0024
19112	0.005	0.001
19113	0.0014	0.0002
19114	0.001	0.0006
19115	0.0004	0
19116	0.0006	0.0002
19117	0.0024	0.0006
19118	0.0106	0.0028
19119	0.1974	0.0536
19120	0.246	0.0578
19121	0.2852	0.0708
19122	0.1682	0.0432
19123	0.0902	0.0232
19124	0.0468	0.0088
19125	0.0208	0.0046
19126	0.0094	0.0026
19127	0.0032	0.0012
19128	0.002	0.0002
19129	0.001	0.0002
19130	0.0028	0.0004
19131	0.006	0.001
19132	0.0608	0.0164
19133	0.2456	0.0614
19134	0.2934	0.0768
19135	0.1784	0.0426
19136	0.1142	0.0278
19137	0.0552	0.0118
19138	0.0246	0.0046
19139	0.0096	0.001
19140	0.0034	0.0006
19141	0.0016	0.0006
19142	0.002	0.0002
19143	0.0008	0.0002
19144	0.0018	0.0004
19145	0.0248	0.0072
19146	0.2254	0.0578
19147	0.319	0.0858
19148	0.1876	0.0506
19149	0.12	0.0288
19150	0.0566	0.0122
19151	0.025	0.0048
19152	0.0116	0.0018
19153	0.0042	0.0012
19154	0.0016	0.0004
19155	0.0012	0.0002
19156	0.0006	0
19157	0.0016	0
19158	0.0144	0.0024
19159	0.3264	0.0772
19160	0.4712	0.115
19161	0.3498	0.0904
19162	0.17	0.0416
19163	0.0814	0.0216
19164	0.0346	0.0096
19165	0.0132	0.0034
19166	0.0036	0.002
19167	0.0022	0.0008
19168	0.0014	0
19169	0.0016	0.0002
19170	0.001	0
19171	0.0018	0.0006
19172	0.0106	0.002
19173	0.2462	0.063
19174	0.3092	0.0764
19175	0.3448	0.0864
19176	0.2058	0.0484
19177	0.1358	0.0314
19178	0.0696	0.0144
19179	0.029	0.0066
19180	0.0136	0.0018
19181	0.0062	0.0016
19182	0.0026	0.0008
19183	0.0008	0.0002
19184	0.0036	0.0014
19185	0.0082	0.0018
19186	0.1772	0.0474
19187	0.2342	0.061
19188	0.1822	0.0504
19189	0.109	0.0258
19190	0.0656	0.0144
19191	0.031	0.006
19192	0.0122	0.0026
19193	0.0058	0.0012
19194	0.003	0.0004
19195	0.0008	0.0004
19196	0.0012	0.0006
19197	0.0024	0.0006
19198	0.0092	0.0032
19199	0.0764	0.0188
19200	0.304	0.0714
19201	0.4738	0.1156
19202	0.3336	0.0778
19203	0.2176	0.0536
19204	0.1116	0.0278
19205	0.0464	0.0116
19206	0.0216	0.005
19207	0.0068	0.0022
19208	0.0038	0.0006
19209	0.001	0.0002
19210	0.001	0
19211	0.0008	0.0002
19212	0.008	0.002
19213	0.1242	0.0346
19214	0.2202	0.0532
19215	0.2992	0.0678
19216	0.2888	0.069
19217	0.1792	0.0406
19218	0.0904	0.0212
19219	0.0414	0.0086
19220	0.0166	0.0038
19221	0.0068	0.002
19222	0.0026	0.001
19223	0.0024	0.0002
19224	0.0026	0.001
19225	0.0054	0.0014
19226	0.0174	0.0032
19227	0.2524	0.062
19228	0.3918	0.0916
19229	0.4208	0.1012
19230	0.2664	0.067
19231	0.1602	0.036
19232	0.0742	0.017
19233	0.033	0.0066
19234	0.0128	0.0034
19235	0.004	0.0014
19236	0.0012	0.0008
19237	0.0012	0.0006
19238	0.002	0.0012
19239	0.0038	0.002
19240	0.0108	0.0022
19241	0.1416	0.0312
19242	0.4788	0.1144
19243	0.432	0.1044
19244	0.3338	0.0814
19245	0.198	0.0502
19246	0.0968	0.026
19247	0.0472	0.0116
19248	0.0192	0.003
19249	0.0074	0.0012
19250	0.0032	0.0006
19251	0.0016	0.0006
19252	0.0014	0.0004
19253	0.0146	0.0026
19254	0.287	0.069
19255	0.426	0.1034
19256	0.3358	0.084
19257	0.2124	0.0546
19258	0.1044	0.0246
19259	0.046	0.0118
19260	0.0184	0.005
19261	0.0068	0.002
19262	0.0018	0.0012
19263	0.002	0.0002
19264	0.001	0.0002
19265	0.0022	0.0006
19266	0.0108	0.003
19267	0.1654	0.0394
19268	0.4288	0.1096
19269	0.311	0.0818
19270	0.1942	0.0482
19271	0.0884	0.0214
19272	0.0362	0.0088
19273	0.0132	0.0032
19274	0.0048	0.0018
19275	0.0018	0.0002
19276	0.0012	0
19277	0.0004	0.0002
19278	0.0016	0.0002
19279	0.0026	0.0008
19280	0.0086	0.0012
19281	0.2154	0.0512
19282	0.3984	0.1032
19283	0.2664	0.0704
19284	0.163	0.0396
19285	0.0776	0.02
19286	0.0348	0.0094
19287	0.0146	0.0032
19288	0.0036	0.0008
19289	0.001	0.0002
19290	0.0006	0.0002
19291	0.0008	0.0004
19292	0	0
19293	0.002	0.0006
19294	0.0062	0.0012
19295	0.1246	0.0314
19296	0.3218	0.0786
19297	0.384	0.0976
19298	0.2104	0.0506
19299	0.1382	0.0348
19300	0.0666	0.0194
19301	0.0316	0.007
19302	0.0104	0.003
19303	0.004	0.0008
19304	0.0016	0.0006
19305	0.0016	0.0004
19306	0.001	0.0002
19307	0.0032	0.0004
19308	0.0524	0.0144
19309	0.2854	0.0666
19310	0.4514	0.1146
19311	0.2648	0.0632
19312	0.16	0.0404
19313	0.073	0.0172
19314	0.0324	0.0062
19315	0.0152	0.003
19316	0.0052	0.0008
19317	0.0024	0.0002
19318	0.001	0.0002
19319	0.0016	0
19320	0.0014	0.0006
19321	0.0142	0.0042
19322	0.2028	0.0484
19323	0.4108	0.1044
19324	0.2668	0.0664
19325	0.1574	0.0414
19326	0.0816	0.0182
19327	0.0364	0.0072
19328	0.014	0.0034
19329	0.004	0.001
19330	0.0018	0.0004
19331	0.001	0.0002
19332	0.0008	0.0002
19333	0.001	0.0002
19334	0.0082	0.0012
19335	0.187	0.0498
19336	0.2684	0.0672
19337	0.2554	0.0672
19338	0.151	0.0336
19339	0.0772	0.0192
19340	0.04	0.0092
19341	0.0184	0.003
19342	0.0076	0.0012
19343	0.0036	0.001
19344	0.0016	0.0006
19345	0.0008	0.0002
19346	0.0028	0.0002
19347	0.0062	0.0028
19348	0.0712	0.0164
19349	0.3586	0.0846
19350	0.4322	0.1118
19351	0.2814	0.0678
19352	0.1716	0.039
19353	0.0876	0.02
19354	0.04	0.01
19355	0.0144	0.0044
19356	0.0058	0.0014
19357	0.0012	0.0006
19358	0.0016	0.0006
19359	0.0012	0.0006
19360	0.0016	0.0006
19361	0.0082	0.0016
19362	0.2038	0.0494
19363	0.4104	0.1014
19364	0.3296	0.0822
19365	0.1744	0.043
19366	0.091	0.0192
19367	0.0408	0.0104
19368	0.0162	0.0044
19369	0.007	0.0016
19370	0.0024	0.001
19371	0.001	0.0002
19372	0.0008	0.0004
19373	0.0006	0.0002
19374	0.003	0.0006
19375	0.013	0.003
19376	0.2182	0.0544
19377	0.348	0.0852
19378	0.3488	0.0886
19379	0.2148	0.0544
19380	0.1076	0.026
19381	0.051	0.0136
19382	0.018	0.0048
19383	0.007	0.002
19384	0.0036	0.0008
19385	0.002	0.0004
19386	0.0008	0.0002
19387	0.0026	0.0006
19388	0.0078	0.0022
19389	0.1184	0.0316
19390	0.2506	0.0616
19391	0.3396	0.0854
19392	0.3108	0.0742
19393	0.225	0.0518
19394	0.1408	0.0344
19395	0.069	0.018
19396	0.0286	0.0082
19397	0.012	0.0034
19398	0.0046	0.0014
19399	0.0026	0.0006
19400	0.003	0.001
19401	0.0078	0.0016
19402	0.0762	0.0194
19403	0.2972	0.0758
19404	0.2966	0.0724
19405	0.2342	0.0556
19406	0.1556	0.0362
19407	0.0784	0.017
19408	0.0312	0.008
19409	0.0142	0.0038
19410	0.0038	0.0016
19411	0.0018	0.0006
19412	0.0014	0.0004
19413	0.0006	0.0004
19414	0.0026	0.0012
